cidade_id,cidade,bairro,tipo,modo,mediana_rs_m2,p25,p75,n_anuncios,yield_anual_pct,coleta
aparecida-de-goiania,Aparecida de Goiânia,Setor Aeroporto Sul,casa,venda,2980.0,2341.8,3800.0,9,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Setor Conde dos Arcos,casa,venda,2305.6,2027.0,3333.3,5,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Setor Garavelo,casa,venda,2133.3,1891.5,5200.0,13,8.44,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Setor Garavelo,casa,aluguel,15.0,13.3,16.2,5,8.44,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Setor Pontal Sul,casa,venda,3761.1,3448.3,3888.9,9,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Sítios Santa Luzia,casa,venda,4619.7,3841.9,5681.6,24,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Sítios Santa Luzia Residencial,casa,venda,4341.2,4139.6,4635.7,6,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Vila Brasília,casa,venda,4715.5,3184.9,5100.0,8,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Vila Maria,casa,venda,5131.7,4433.3,5261.6,7,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Vila Mariana,casa,venda,4772.1,3515.2,5851.1,13,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Vila Oliveira,casa,venda,4632.4,4131.1,5347.1,23,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Vila São Jorge,casa,venda,5393.3,4537.0,5445.5,5,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Chácara São Pedro,apartamento,venda,5047.2,4541.7,5471.2,8,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardim Bela Vista,apartamento,venda,5000.0,4666.7,5801.6,7,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardim Luz,apartamento,venda,5404.9,4383.1,5793.3,8,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardim Maria Inês,apartamento,venda,4695.7,3910.7,5508.6,6,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Parque Santa Cecília,apartamento,venda,5905.2,5541.2,6637.4,6,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Residencial Recanto do Cerrado,apartamento,venda,5892.9,5468.8,6307.7,5,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Setor dos Afonsos,apartamento,venda,5439.1,4723.0,6094.4,10,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Vila Brasília,apartamento,venda,5939.1,5052.9,6206.6,11,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Cardoso Continuação,terreno,venda,591.7,510.5,642.6,12,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Chácara São Pedro,terreno,venda,250.0,248.0,464.1,14,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Cidade Vera Cruz,terreno,venda,788.6,353.4,1057.4,7,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Expansul,terreno,venda,258.0,222.2,284.9,5,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardim Boa Esperança,terreno,venda,492.4,433.3,1190.0,5,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardim Buriti Sereno,terreno,venda,401.5,356.0,509.4,11,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardim Cristal,terreno,venda,408.0,382.1,984.2,6,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardim Helvécia,terreno,venda,714.3,678.6,766.3,9,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardins Versalhes,terreno,venda,1163.3,1110.4,1212.5,6,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Parque Veiga Jardim,terreno,venda,1050.2,991.5,1124.6,6,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Rosa dos Ventos,terreno,venda,201.4,161.8,297.5,6,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Vila Oliveira,terreno,venda,599.0,598.1,599.5,13,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Jardim Buriti Sereno,galpao,venda,2606.4,2207.0,2738.7,5,,setembro/2026
aparecida-de-goiania,Aparecida de Goiânia,Vila Brasília,galpao,aluguel,25.8,23.5,26.9,5,,setembro/2026
aquiraz,Aquiraz,Aquiraz,casa,venda,3562.5,2676.3,7200.0,15,,setembro/2026
aquiraz,Aquiraz,Barro Preto,casa,venda,1920.0,1363.6,2296.7,5,,setembro/2026
aquiraz,Aquiraz,Camará,casa,venda,3350.0,2622.3,5849.1,6,,setembro/2026
aquiraz,Aquiraz,Centro,casa,venda,3750.0,3176.0,4464.3,16,,setembro/2026
aquiraz,Aquiraz,Chácara da Prainha,casa,venda,3228.5,2773.0,3499.8,8,,setembro/2026
aquiraz,Aquiraz,Jacunda,casa,venda,5994.1,5041.4,6838.0,38,,setembro/2026
aquiraz,Aquiraz,Loteamento Sol Nascente,casa,venda,3289.4,3174.9,3474.3,10,,setembro/2026
aquiraz,Aquiraz,Porto das Dunas,casa,venda,4818.6,3729.5,6290.7,67,6.8,setembro/2026
aquiraz,Aquiraz,Porto das Dunas,casa,aluguel,27.3,17.7,33.4,5,6.8,setembro/2026
aquiraz,Aquiraz,Praia do Presídio,casa,venda,1650.0,1485.3,2566.7,11,,setembro/2026
aquiraz,Aquiraz,Prainha,casa,venda,3476.7,2436.3,4905.1,8,,setembro/2026
aquiraz,Aquiraz,Tapera,casa,venda,3576.8,1997.0,9202.8,6,,setembro/2026
aquiraz,Aquiraz,Vila Terra Brasilis,casa,venda,6600.0,5823.4,7007.0,9,,setembro/2026
aquiraz,Aquiraz,Aquiraz,apartamento,venda,11354.4,9595.4,11711.5,24,,setembro/2026
aquiraz,Aquiraz,Aquiraz Riviera,apartamento,venda,11136.4,10339.0,12878.0,21,,setembro/2026
aquiraz,Aquiraz,Centro,apartamento,venda,9469.4,5393.0,11362.1,6,,setembro/2026
aquiraz,Aquiraz,Japao,apartamento,venda,12122.5,11352.3,12502.1,10,,setembro/2026
aquiraz,Aquiraz,Loteamento Parque das Fontes,apartamento,venda,11538.5,10000.0,12907.7,9,,setembro/2026
aquiraz,Aquiraz,Porta das Dunas,apartamento,venda,11137.9,9849.7,14543.6,12,,setembro/2026
aquiraz,Aquiraz,Porto das Dunas,apartamento,venda,10131.1,7629.9,14640.9,298,6.02,setembro/2026
aquiraz,Aquiraz,Porto das Dunas,apartamento,aluguel,50.8,28.1,78.9,11,6.02,setembro/2026
aquiraz,Aquiraz,Praia do Japão,apartamento,venda,11230.8,10769.2,11538.5,5,,setembro/2026
aquiraz,Aquiraz,Prainha,apartamento,venda,9910.4,4779.1,14112.8,14,,setembro/2026
aquiraz,Aquiraz,Tapera,apartamento,venda,10478.1,9182.3,12471.7,16,,setembro/2026
aquiraz,Aquiraz,Aquiraz,terreno,venda,530.0,257.2,714.9,24,,setembro/2026
aquiraz,Aquiraz,Bairro Terra Brasilis,terreno,venda,683.6,600.0,725.0,5,,setembro/2026
aquiraz,Aquiraz,Bairro Vila Terra Brasílis,terreno,venda,732.3,700.0,738.9,5,,setembro/2026
aquiraz,Aquiraz,Camará,terreno,venda,338.7,203.4,450.0,22,,setembro/2026
aquiraz,Aquiraz,Centro,terreno,venda,681.8,625.0,802.2,13,,setembro/2026
aquiraz,Aquiraz,Jacunda,terreno,venda,812.4,679.8,1100.0,109,,setembro/2026
aquiraz,Aquiraz,Loteamento Novo,terreno,venda,694.7,437.5,996.9,10,,setembro/2026
aquiraz,Aquiraz,Loteamento Rio Mar,terreno,venda,1116.4,900.0,1157.9,5,,setembro/2026
aquiraz,Aquiraz,Lt dos Bandeirantes,terreno,venda,709.0,709.0,709.0,7,,setembro/2026
aquiraz,Aquiraz,Lt Plan Novo,terreno,venda,1101.8,872.1,1224.3,13,,setembro/2026
aquiraz,Aquiraz,Patacas,terreno,venda,262.4,99.9,391.7,8,,setembro/2026
aquiraz,Aquiraz,Porto das Dunas,terreno,venda,444.4,309.4,656.6,28,,setembro/2026
aquiraz,Aquiraz,Tapera,terreno,venda,229.2,100.8,720.0,5,,setembro/2026
aquiraz,Aquiraz,Vila Terra Brasilis,terreno,venda,724.2,634.5,1089.3,38,,setembro/2026
aquiraz,Aquiraz,Villa Terra Brasilis,terreno,venda,690.0,649.0,718.0,9,,setembro/2026
aracaju,Aracaju,Aeroporto,apartamento,venda,4711.5,4285.7,5714.3,25,6.85,setembro/2026
aracaju,Aracaju,Aeroporto,apartamento,aluguel,26.9,23.3,34.8,11,6.85,setembro/2026
aracaju,Aracaju,Aruana,apartamento,venda,5673.1,4517.5,8305.3,70,6.32,setembro/2026
aracaju,Aracaju,Aruana,apartamento,aluguel,29.9,24.8,38.4,23,6.32,setembro/2026
aracaju,Aracaju,Atalaia,apartamento,venda,7653.1,6300.0,9401.7,133,7.45,setembro/2026
aracaju,Aracaju,Atalaia,apartamento,aluguel,47.5,33.3,64.5,29,7.45,setembro/2026
aracaju,Aracaju,Centro,apartamento,venda,2835.4,2192.7,3077.3,30,14.6,setembro/2026
aracaju,Aracaju,Centro,apartamento,aluguel,34.5,22.5,47.6,8,14.6,setembro/2026
aracaju,Aracaju,Cidade Nova,apartamento,venda,2434.2,2200.0,2666.7,5,,setembro/2026
aracaju,Aracaju,Coroa do Meio,apartamento,venda,6887.5,4834.1,10924.3,92,8.38,setembro/2026
aracaju,Aracaju,Coroa do Meio,apartamento,aluguel,48.1,29.0,86.2,30,8.38,setembro/2026
aracaju,Aracaju,Dezoito do Forte,apartamento,venda,3936.5,2500.0,4181.8,9,,setembro/2026
aracaju,Aracaju,Dom Luciano,apartamento,venda,3763.9,2962.0,4072.1,8,,setembro/2026
aracaju,Aracaju,Farolândia,apartamento,venda,6480.4,5446.0,7696.4,112,8.15,setembro/2026
aracaju,Aracaju,Farolândia,apartamento,aluguel,44.0,31.6,57.3,36,8.15,setembro/2026
aracaju,Aracaju,Grageru,apartamento,venda,4750.0,3823.5,5800.0,85,6.34,setembro/2026
aracaju,Aracaju,Grageru,apartamento,aluguel,25.1,23.0,34.8,8,6.34,setembro/2026
aracaju,Aracaju,Inácio Barbosa,apartamento,venda,4603.9,4267.4,5613.7,36,8.73,setembro/2026
aracaju,Aracaju,Inácio Barbosa,apartamento,aluguel,33.5,25.4,40.3,18,8.73,setembro/2026
aracaju,Aracaju,Jabotiana,apartamento,venda,4546.1,3870.8,5624.0,82,6.84,setembro/2026
aracaju,Aracaju,Jabotiana,apartamento,aluguel,25.9,21.8,30.0,23,6.84,setembro/2026
aracaju,Aracaju,Jardins,apartamento,venda,8750.0,6740.4,11241.0,119,5.87,setembro/2026
aracaju,Aracaju,Jardins,apartamento,aluguel,42.8,31.2,57.5,20,5.87,setembro/2026
aracaju,Aracaju,Luzia,apartamento,venda,6062.5,3960.3,7136.3,92,6.08,setembro/2026
aracaju,Aracaju,Luzia,apartamento,aluguel,30.7,21.5,36.8,24,6.08,setembro/2026
aracaju,Aracaju,Marivan,apartamento,venda,4140.8,3600.0,4923.1,37,,setembro/2026
aracaju,Aracaju,Mosqueiro,apartamento,venda,4476.7,3927.4,5563.8,6,,setembro/2026
aracaju,Aracaju,Olaria,apartamento,venda,2822.2,2812.5,2846.2,5,,setembro/2026
aracaju,Aracaju,Ponto Novo,apartamento,venda,4166.7,3041.2,6000.0,53,6.91,setembro/2026
aracaju,Aracaju,Ponto Novo,apartamento,aluguel,24.0,18.1,28.6,6,6.91,setembro/2026
aracaju,Aracaju,Porto Dantas,apartamento,venda,3042.2,2293.8,3573.9,22,,setembro/2026
aracaju,Aracaju,Robalo,apartamento,venda,5404.8,4511.4,5608.6,10,,setembro/2026
aracaju,Aracaju,Salgado Filho,apartamento,venda,3857.1,3210.5,4584.8,23,,setembro/2026
aracaju,Aracaju,Santa Maria,apartamento,venda,3125.0,2826.1,3673.5,5,,setembro/2026
aracaju,Aracaju,Santo Antônio,apartamento,venda,3433.6,3214.3,3796.1,14,,setembro/2026
aracaju,Aracaju,Santos Dumont,apartamento,venda,2771.8,2148.7,3615.8,6,,setembro/2026
aracaju,Aracaju,São Conrado,apartamento,venda,3387.1,3070.2,3871.0,21,,setembro/2026
aracaju,Aracaju,São José,apartamento,venda,3020.1,2454.5,4086.5,45,10.73,setembro/2026
aracaju,Aracaju,São José,apartamento,aluguel,27.0,21.1,31.2,9,10.73,setembro/2026
aracaju,Aracaju,Siqueira Campos,apartamento,venda,4912.3,4810.0,5050.0,6,,setembro/2026
aracaju,Aracaju,Soledade,apartamento,venda,4840.9,4678.7,4904.8,5,,setembro/2026
aracaju,Aracaju,Suíça,apartamento,venda,2872.0,2318.1,3310.1,6,,setembro/2026
aracaju,Aracaju,Suíssa,apartamento,venda,3193.7,2976.6,4125.6,26,,setembro/2026
aracaju,Aracaju,Treze de Julho,apartamento,venda,4558.4,3826.1,5658.3,82,10.98,setembro/2026
aracaju,Aracaju,Treze de Julho,apartamento,aluguel,41.7,22.4,49.2,5,10.98,setembro/2026
aracaju,Aracaju,Zona de Expansão (Aruana),apartamento,venda,4611.3,4145.2,4951.0,12,,setembro/2026
aracaju,Aracaju,Aeroporto,casa,venda,3175.0,2156.9,5232.6,29,,setembro/2026
aracaju,Aracaju,América,casa,venda,2086.4,1758.9,3658.8,10,,setembro/2026
aracaju,Aracaju,Aruana,casa,venda,4370.8,2902.8,5756.0,120,7.91,setembro/2026
aracaju,Aracaju,Aruana,casa,aluguel,28.8,17.2,37.3,17,7.91,setembro/2026
aracaju,Aracaju,Atalaia,casa,venda,3108.1,2410.7,4487.2,57,7.72,setembro/2026
aracaju,Aracaju,Atalaia,casa,aluguel,20.0,14.0,24.1,7,7.72,setembro/2026
aracaju,Aracaju,Bugio,casa,venda,1933.3,1682.1,2987.5,22,,setembro/2026
aracaju,Aracaju,Centro,casa,venda,2142.9,1572.3,3114.8,45,,setembro/2026
aracaju,Aracaju,Cidade Nova,casa,venda,1897.2,1612.1,2279.0,8,,setembro/2026
aracaju,Aracaju,Cirurgia,casa,venda,2191.8,1609.8,2985.7,26,,setembro/2026
aracaju,Aracaju,Coroa do Meio,casa,venda,3214.3,2061.1,4705.9,39,6.91,setembro/2026
aracaju,Aracaju,Coroa do Meio,casa,aluguel,18.5,17.9,21.3,5,6.91,setembro/2026
aracaju,Aracaju,Dezoito do Forte,casa,venda,2375.0,1388.9,2875.0,25,,setembro/2026
aracaju,Aracaju,Dom Luciano,casa,venda,1500.0,1061.5,2000.0,9,,setembro/2026
aracaju,Aracaju,Farolândia,casa,venda,3128.3,2550.7,4018.6,52,5.33,setembro/2026
aracaju,Aracaju,Farolândia,casa,aluguel,13.9,13.1,22.8,7,5.33,setembro/2026
aracaju,Aracaju,Getúlio Vargas,casa,venda,1974.0,1740.0,2245.1,16,,setembro/2026
aracaju,Aracaju,Grageru,casa,venda,2792.2,2338.6,4394.2,24,,setembro/2026
aracaju,Aracaju,Inácio Barbosa,casa,venda,2726.7,1984.1,3530.0,24,,setembro/2026
aracaju,Aracaju,Industrial,casa,venda,1911.5,1600.0,2221.0,10,,setembro/2026
aracaju,Aracaju,Jabotiana,casa,venda,2700.0,2112.5,3893.2,31,9.11,setembro/2026
aracaju,Aracaju,Jabotiana,casa,aluguel,20.5,14.9,28.6,8,9.11,setembro/2026
aracaju,Aracaju,José Conrado de Araújo,casa,venda,1882.6,1759.4,2350.4,16,,setembro/2026
aracaju,Aracaju,Luzia,casa,venda,3300.5,2414.8,4000.0,37,6.07,setembro/2026
aracaju,Aracaju,Luzia,casa,aluguel,16.7,13.9,19.2,5,6.07,setembro/2026
aracaju,Aracaju,Matapoã,casa,venda,2298.6,1642.6,3435.9,6,,setembro/2026
aracaju,Aracaju,Mosqueiro,casa,venda,3552.0,2187.9,5000.0,82,6.76,setembro/2026
aracaju,Aracaju,Mosqueiro,casa,aluguel,20.0,16.7,31.8,13,6.76,setembro/2026
aracaju,Aracaju,Novo Paraíso,casa,venda,2083.3,1266.7,2758.6,13,,setembro/2026
aracaju,Aracaju,Olaria,casa,venda,1933.8,1745.8,2337.5,16,,setembro/2026
aracaju,Aracaju,Orlando Dantas,casa,venda,2870.4,2083.3,2990.7,6,,setembro/2026
aracaju,Aracaju,Palestina,casa,venda,2400.0,1998.9,3392.9,7,,setembro/2026
aracaju,Aracaju,Pereira Lobo,casa,venda,2427.8,2187.1,3006.0,22,,setembro/2026
aracaju,Aracaju,Ponto Novo,casa,venda,2548.7,2034.1,3939.0,32,,setembro/2026
aracaju,Aracaju,Robalo,casa,venda,4285.7,3000.0,5485.9,29,,setembro/2026
aracaju,Aracaju,Salgado Filho,casa,venda,2602.1,1975.4,3197.5,22,,setembro/2026
aracaju,Aracaju,Santa Maria,casa,venda,2321.4,1425.0,3174.9,18,,setembro/2026
aracaju,Aracaju,Santo Antônio,casa,venda,2000.0,1619.0,2658.7,27,,setembro/2026
aracaju,Aracaju,Santos Dumont,casa,venda,1688.0,1412.5,2209.8,22,,setembro/2026
aracaju,Aracaju,São Conrado,casa,venda,2666.7,2000.0,3125.0,29,,setembro/2026
aracaju,Aracaju,São José,casa,venda,2432.1,1973.7,2833.3,33,8.34,setembro/2026
aracaju,Aracaju,São José,casa,aluguel,16.9,14.7,20.0,9,8.34,setembro/2026
aracaju,Aracaju,São José dos Náufragos,casa,venda,3297.1,2687.5,4495.1,14,,setembro/2026
aracaju,Aracaju,Siqueira Campos,casa,venda,2388.9,1870.8,2831.5,35,9.19,setembro/2026
aracaju,Aracaju,Siqueira Campos,casa,aluguel,18.3,15.4,34.7,6,9.19,setembro/2026
aracaju,Aracaju,Soledade,casa,venda,2275.0,1658.7,2884.6,10,,setembro/2026
aracaju,Aracaju,Suíça,casa,venda,2718.7,2087.5,3211.6,14,,setembro/2026
aracaju,Aracaju,Suíssa,casa,venda,2454.5,1833.1,3044.4,43,9.04,setembro/2026
aracaju,Aracaju,Suíssa,casa,aluguel,18.5,16.7,22.5,5,9.04,setembro/2026
aracaju,Aracaju,Treze de Julho,casa,venda,2774.4,2308.5,3314.4,26,,setembro/2026
aracaju,Aracaju,Zona de Expansão,casa,venda,4980.8,3829.8,5357.1,5,,setembro/2026
aracaju,Aracaju,Zona de Expansão (Mosqueiro),casa,venda,4500.0,3102.6,6317.7,11,,setembro/2026
aracaju,Aracaju,Areia Branca,terreno,venda,203.8,166.7,600.0,5,,setembro/2026
aracaju,Aracaju,Aruana,terreno,venda,985.8,756.5,1682.9,52,,setembro/2026
aracaju,Aracaju,Atalaia,terreno,venda,1241.7,1006.0,1357.4,14,,setembro/2026
aracaju,Aracaju,Centro,terreno,venda,1285.5,1193.0,1524.6,6,,setembro/2026
aracaju,Aracaju,Coroa do Meio,terreno,venda,1346.5,1323.0,1506.0,6,,setembro/2026
aracaju,Aracaju,Farolândia,terreno,venda,1925.0,1534.1,4127.4,10,,setembro/2026
aracaju,Aracaju,Jabotiana,terreno,venda,578.8,457.8,731.2,10,,setembro/2026
aracaju,Aracaju,Matapoã,terreno,venda,227.3,177.8,439.8,9,,setembro/2026
aracaju,Aracaju,Mosqueiro,terreno,venda,466.6,239.1,843.7,70,,setembro/2026
aracaju,Aracaju,Robalo,terreno,venda,797.7,358.2,1318.9,28,,setembro/2026
aracaju,Aracaju,São José dos Náufragos,terreno,venda,518.3,310.5,677.2,11,,setembro/2026
aracaju,Aracaju,Siqueira Campos,terreno,venda,999.6,750.3,1461.0,6,,setembro/2026
aracaju,Aracaju,Atalaia,sala,aluguel,84.2,82.1,100.1,8,,setembro/2026
aracaju,Aracaju,Centro,sala,venda,2880.5,2560.5,4333.3,16,14.96,setembro/2026
aracaju,Aracaju,Centro,sala,aluguel,35.9,24.1,59.1,44,14.96,setembro/2026
aracaju,Aracaju,Coroa do Meio,sala,aluguel,78.9,69.3,88.7,23,,setembro/2026
aracaju,Aracaju,Grageru,sala,aluguel,73.8,62.5,110.4,12,,setembro/2026
aracaju,Aracaju,Jabotiana,sala,aluguel,54.9,44.8,62.5,5,,setembro/2026
aracaju,Aracaju,Jardins,sala,venda,10461.5,9680.7,12140.0,14,9.78,setembro/2026
aracaju,Aracaju,Jardins,sala,aluguel,85.3,74.4,109.1,70,9.78,setembro/2026
aracaju,Aracaju,Luzia,sala,aluguel,55.9,47.1,90.0,11,,setembro/2026
aracaju,Aracaju,Salgado Filho,sala,venda,6110.9,5354.2,7414.5,7,15.93,setembro/2026
aracaju,Aracaju,Salgado Filho,sala,aluguel,81.1,55.6,100.0,29,15.93,setembro/2026
aracaju,Aracaju,São José,sala,venda,5451.3,3620.4,6937.6,14,11.01,setembro/2026
aracaju,Aracaju,São José,sala,aluguel,50.0,37.7,65.6,32,11.01,setembro/2026
aracaju,Aracaju,Siqueira Campos,sala,aluguel,46.7,33.3,55.6,5,,setembro/2026
aracaju,Aracaju,Treze de Julho,sala,aluguel,53.2,39.4,62.1,12,,setembro/2026
aracaju,Aracaju,Aruana,galpao,aluguel,33.3,22.7,33.3,5,,setembro/2026
aracaju,Aracaju,Siqueira Campos,galpao,aluguel,20.8,18.3,23.3,7,,setembro/2026
araquari,Araquari,Areias Pequenas,casa,venda,2479.2,2300.0,3140.5,13,,setembro/2026
araquari,Araquari,Barra do Itapocú,casa,venda,4000.0,2724.4,5000.0,17,,setembro/2026
araquari,Araquari,Centro,casa,venda,5000.0,4148.9,5490.4,15,,setembro/2026
